DaveSumter	299402
RanaASaid	103752
AkihiroHino	94182
habibh	91807
ChrisMetzen	91688
gr33ndata	91220
simplebits	89242
andrewchen	87485
EdmundMcMillenn	87122
stanleytang	86940
meyerweb	86157
BomuBoi	84947
ryan	84746
Harada_TEKKEN	82681
marcoarment	82428
tha_rami	81940
sama	81542
willsmith	81317
reckless	80987
br	80671
travisk	80465
larryellison	80226
harrymccracken	79743
EvilSeph	79559
ibogost	79525
jeff	79053
fart	79051
photomatt	78836
dens	78726
Arubin	78594
j_smedley	78472
SamFURUKAWA	77405
PG_kamiya	76931
scottebales	76032
aaronwall	75917
chrismessina	75768
tinyBuild	73637
Jonathan_Blow	73333
kevin	72969
Goldman44	72732
stephenlrose	72550
pgeuder	72443
JeremyCMorgan	72107
Pentadact	71194
t	70792
Werner	69820
tanakaryusaku	69772
beep	69528
chrisremo	69386
petecashmore	68767
