109
294
172
31
301
170
72
279
103
167
301
207
234
1470
221
306
66
518
243
222
17
217
366
19
693
92
715
196
168
49
502
346
6
58
309
1018
50
160
902
100
87
61
64
20
53
442
268
155
214
441
249
99
20
190
1235
809
594
359
180
144
11
133
80
83
59
391
74
122
96
176
358
306
139
26
74
104
202
70
58
59
451
164
480
10
64
181
223
102
664
1721
708
405
727
1340
225
416
89
12
119
101
35
120
61
164
118
92
47
21
308
45
177
29
81
402
278
287
31
285
122
66
170
294
42
36
327
54
208
123
18
419
46
95
276
80
309
534
43
27
51
136
752
55
154
135
7
153
70
729
41
150
2
47
112
80
210
166
137
72
380
16
244
233
164
112
431
360
241
80
132
133
253
12
183
67
183
247
69
383
361
15
52
46
17
11
80
251
582
142
60
33
181
478
9
149
81
149
124
370
138
74
