174
1815
264
51
438
644
545
363
498
351
1688
1278
301
81
202
359
347
920
366
252
79
823
541
66
276
10
440
253
866
241
923
1924
533
154
323
279
1137
225
201
781
154
84
1
1
143
929
845
343
80
1034
439
57
0
1437
1780
1804
1284
658
483
99
47
153
155
127
100
331
445
143
316
904
1612
215
283
280
63
430
585
611
207
267
246
67
365
32
75
75
241
217
1254
628
1372
866
2023
1714
271
1115
801
8
722
266
509
887
46
40
183
87
69
250
660
163
831
388
354
452
319
458
318
368
1082
204
407
211
118
1914
738
64
1466
273
169
713
183
325
537
281
1039
1315
56
266
547
695
1141
528
151
547
6
1539
370
778
127
267
155
1888
167
637
32
1347
223
420
774
248
265
287
157
1240
817
452
182
202
425
185
683
0
432
372
352
1048
453
1269
841
2
130
580
2169
81
913
732
867
315
61
921
493
430
308
520
51
346
858
266
445
1164
