BillGates_tweets	174
timoreilly_tweets	1815
Pogue_tweets	264
ericschmidt_tweets	51
waltmossberg_tweets	438
codinghorror_tweets	644
martinfowler_tweets	545
shanselman_tweets	363
spolsky_tweets	498
KentBeck_tweets	351
jack_tweets	1688
masason_tweets	1278
biz_tweets	301
notch_tweets	81
elonmusk_tweets	202
ev_tweets	359
TEDchris_tweets	347
Padmasree_tweets	920
kevinrose_tweets	366
dickc_tweets	252
noaheverett_tweets	79
Ghonim_tweets	823
om_tweets	541
kaifulee_tweets	66
jeb__tweets	276
tim_cook_tweets	10
karaswisher_tweets	440
marissamayer_tweets	253
MichaelDell_tweets	866
majornelson_tweets	241
kenichiromogi_tweets	923
alaa_tweets	1924
onambiguity_tweets	533
Chad_Hurley_tweets	154
leolaporte_tweets	323
anildash_tweets	279
pierre_tweets	1137
SethBling_tweets	225
Dinnerbone_tweets	201
mikeyk_tweets	781
mattcutts_tweets	154
satyanadella_tweets	84
saurik_tweets	1
stevewoz_tweets	1
johnmaeda_tweets	143
chadfowler_tweets	929
john_tweets	845
ginatrapani_tweets	343
jbernhardsson_tweets	80
zeldman_tweets	1034
pod2g_tweets	439
evad3rs_tweets	57
finkd_tweets	0
bgurley_tweets	1437
pmarca_tweets	1780
tnatsu_tweets	1804
DuvalMagic_tweets	1284
rsarver_tweets	658
reidhoffman_tweets	483
Fwiz_tweets	99
durov_tweets	47
DavidVonderhaar_tweets	153
Gronkh_tweets	155
MichaelCondrey_tweets	127
sivers_tweets	100
therealcliffyb_tweets	331
jkottke_tweets	445
digiphile_tweets	143
jkalucki_tweets	316
paulg_tweets	904
HIDEO_KOJIMA_EN_tweets	1612
iH8sn0w_tweets	215
ID_AA_Carmack_tweets	283
nzkoz_tweets	280
myspacetom_tweets	63
abdur_tweets	430
carlmanneh_tweets	585
bs_tweets	611
todsacerdoti_tweets	207
timberners_lee_tweets	267
mollstam_tweets	246
_tomcc_tweets	67
Kappische_tweets	365
vpieters_tweets	32
jeresig_tweets	75
JahKob_tweets	75
p0sixninja_tweets	241
danfrisk_tweets	217
bhorowitz_tweets	1254
noobde_tweets	628
minliangtan_tweets	1372
cdixon_tweets	866
Benioff_tweets	2023
IGLevine_tweets	1714
paul_irish_tweets	271
srlm_tweets	1115
robhoward_tweets	801
pschiller_tweets	8
tconrad_tweets	722
jonkagstrom_tweets	266
preillyme_tweets	509
demandrichard_tweets	887
shoemoney_tweets	46
levie_tweets	40
dongatory_tweets	183
_grum_tweets	87
mezzoblue_tweets	69
a_tweets	250
dhh_tweets	660
JD_2020_tweets	163
rkmt_tweets	831
e_kaspersky_tweets	388
joebelfiore_tweets	354
i0n1c_tweets	452
KrisJelbring_tweets	319
chriscoyier_tweets	458
sundarpichai_tweets	318
xlson_tweets	368
jemimakiss_tweets	1082
RiotPendragon_tweets	204
lukew_tweets	407
carnalizer_tweets	211
drewhouston_tweets	118
ZacheryNielson_tweets	1914
paulsingh_tweets	738
austinnotduncan_tweets	64
scottgu_tweets	1466
chpwn_tweets	273
RamyRaoof_tweets	169
jimmy_wales_tweets	713
JonCrawford_tweets	183
zephoria_tweets	325
rocket2guns_tweets	537
LoaiNagati_tweets	281
ZeinabSamir_tweets	1039
Joi_tweets	1315
pmolyneux_tweets	56
l2k_tweets	266
sorenmacbeth_tweets	547
mkapor_tweets	695
sarahcuda_tweets	1141
anamitra_tweets	528
addyosmani_tweets	151
akirareiko_tweets	547
wol_lay_tweets	6
skonnard_tweets	1539
jsa_tweets	370
AquaXetine_tweets	778
f_tweets	127
Swiftor_tweets	267
DaveSumter_tweets	155
RanaASaid_tweets	1888
AkihiroHino_tweets	167
habibh_tweets	637
ChrisMetzen_tweets	32
gr33ndata_tweets	1347
simplebits_tweets	223
andrewchen_tweets	420
EdmundMcMillenn_tweets	774
stanleytang_tweets	248
meyerweb_tweets	265
BomuBoi_tweets	287
ryan_tweets	157
Harada_TEKKEN_tweets	1240
marcoarment_tweets	817
tha_rami_tweets	452
sama_tweets	182
willsmith_tweets	202
reckless_tweets	425
br_tweets	185
travisk_tweets	683
larryellison_tweets	0
harrymccracken_tweets	432
EvilSeph_tweets	372
ibogost_tweets	352
jeff_tweets	1048
fart_tweets	453
photomatt_tweets	1269
dens_tweets	841
Arubin_tweets	2
j_smedley_tweets	130
SamFURUKAWA_tweets	580
PG_kamiya_tweets	2169
scottebales_tweets	81
aaronwall_tweets	913
chrismessina_tweets	732
tinyBuild_tweets	867
Jonathan_Blow_tweets	315
kevin_tweets	61
Goldman44_tweets	921
stephenlrose_tweets	493
pgeuder_tweets	430
JeremyCMorgan_tweets	308
Pentadact_tweets	520
t_tweets	51
Werner_tweets	346
tanakaryusaku_tweets	858
beep_tweets	266
chrisremo_tweets	445
petecashmore_tweets	1164
